,Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             ,Rank,Probability,Label,Occupation
3924,10,9,Southern Tier Region,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",500,"$32,900 ","$30,640 ","$25,380 ","$36,670 ",569,0.92,,"Plating  and  Coating  Machine  Setters,  Operators,  and  Tenders,  Metal and Plastic"
3925,10,10,Western New York Region,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",220,"$34,860 ","$31,620 ","$24,970 ","$39,800 ",569,0.92,,"Plating  and  Coating  Machine  Setters,  Operators,  and  Tenders,  Metal and Plastic"
3926,1,36,New York State,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,13300,"$53,920 ","$51,930 ","$35,350 ","$63,200 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3927,10,1,Capital Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,860,"$45,020 ","$44,090 ","$32,990 ","$51,040 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3928,10,2,Central New York Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,980,"$44,360 ","$43,940 ","$33,680 ","$49,710 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3929,10,3,Finger Lakes Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,910,"$45,670 ","$44,160 ","$33,280 ","$51,860 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3930,10,4,Hudson Valley Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1250,"$55,270 ","$53,930 ","$37,350 ","$64,230 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3931,10,5,Long Island Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2120,"$57,650 ","$56,090 ","$39,870 ","$66,540 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3932,10,6,Mohawk Valley Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,420,"$40,830 ","$39,300 ","$32,200 ","$45,150 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3933,10,7,New York City Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,4610,"$60,720 ","$64,530 ","$39,810 ","$71,180 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3934,10,8,North Country Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,450,"$38,110 ","$33,470 ","$27,440 ","$43,450 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3935,10,9,Southern Tier Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,450,"$40,810 ","$39,560 ","$29,620 ","$46,400 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3936,10,10,Western New York Region,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,910,"$47,940 ","$47,150 ","$36,440 ","$53,680 ",404,0.73,,Bus and Truck Mechanics and Diesel Engine Specialists
3937,1,36,New York State,47-2141,"Painters, Construction and Maintenance",13370,"$51,960 ","$47,240 ","$27,850 ","$64,010 ",411,0.75,,"Painters, Construction and Maintenance"
3938,10,1,Capital Region,47-2141,"Painters, Construction and Maintenance",590,"$41,200 ","$38,080 ","$29,930 ","$46,830 ",411,0.75,,"Painters, Construction and Maintenance"
3939,10,2,Central New York Region,47-2141,"Painters, Construction and Maintenance",420,"$37,160 ","$33,920 ","$25,600 ","$42,940 ",411,0.75,,"Painters, Construction and Maintenance"
3940,10,3,Finger Lakes Region,47-2141,"Painters, Construction and Maintenance",790,"$38,940 ","$36,370 ","$28,350 ","$44,240 ",411,0.75,,"Painters, Construction and Maintenance"
3941,10,4,Hudson Valley Region,47-2141,"Painters, Construction and Maintenance",1640,"$56,260 ","$48,640 ","$30,870 ","$68,960 ",411,0.75,,"Painters, Construction and Maintenance"
3942,10,5,Long Island Region,47-2141,"Painters, Construction and Maintenance",2610,"$58,840 ","$56,720 ","$31,850 ","$72,330 ",411,0.75,,"Painters, Construction and Maintenance"
3943,10,6,Mohawk Valley Region,47-2141,"Painters, Construction and Maintenance",120,"$46,590 ","$45,580 ","$32,890 ","$53,440 ",411,0.75,,"Painters, Construction and Maintenance"
3944,10,7,New York City Region,47-2141,"Painters, Construction and Maintenance",5720,"$52,970 ","$48,940 ","$26,240 ","$66,330 ",411,0.75,,"Painters, Construction and Maintenance"
3945,10,8,North Country Region,47-2141,"Painters, Construction and Maintenance",150,"$46,110 ","$48,030 ","$29,520 ","$54,410 ",411,0.75,,"Painters, Construction and Maintenance"
3946,10,9,Southern Tier Region,47-2141,"Painters, Construction and Maintenance",250,"$44,270 ","$45,200 ","$29,150 ","$51,820 ",411,0.75,,"Painters, Construction and Maintenance"
3947,10,10,Western New York Region,47-2141,"Painters, Construction and Maintenance",950,"$44,450 ","$38,180 ","$27,400 ","$52,970 ",411,0.75,,"Painters, Construction and Maintenance"
3948,1,36,New York State,47-2041,Carpet Installers,1350,"$62,200 ","$49,430 ","$27,570 ","$79,520 ",504,0.87,,Carpet Installers
3949,10,3,Finger Lakes Region,47-2041,Carpet Installers,n/a,"$40,000 ","$39,350 ","$28,360 ","$45,820 ",504,0.87,,Carpet Installers
3950,10,5,Long Island Region,47-2041,Carpet Installers,220,"$71,240 ","$74,990 ","$20,800 ","$97,220 ",504,0.87,,Carpet Installers
3951,10,6,Mohawk Valley Region,47-2041,Carpet Installers,n/a,"$45,180 ","$45,970 ","$43,820 ","$45,850 ",504,0.87,,Carpet Installers
3952,1,36,New York State,53-6041,Traffic Technicians,1350,"$62,400 ","$69,950 ","$36,650 ","$75,280 ",537,0.9,,Traffic Technicians
3953,10,1,Capital Region,53-6041,Traffic Technicians,70,"$64,880 ","$64,710 ","$53,740 ","$70,450 ",537,0.9,,Traffic Technicians
3954,10,3,Finger Lakes Region,53-6041,Traffic Technicians,n/a,"$45,540 ","$42,000 ","$37,300 ","$49,660 ",537,0.9,,Traffic Technicians
3955,10,4,Hudson Valley Region,53-6041,Traffic Technicians,n/a,"$52,810 ","$58,130 ","$23,140 ","$67,640 ",537,0.9,,Traffic Technicians
3956,10,5,Long Island Region,53-6041,Traffic Technicians,n/a,"$59,080 ","$60,410 ","$42,980 ","$67,130 ",537,0.9,,Traffic Technicians
3957,10,7,New York City Region,53-6041,Traffic Technicians,940,"$65,510 ","$73,580 ","$38,870 ","$78,840 ",537,0.9,,Traffic Technicians
3958,10,10,Western New York Region,53-6041,Traffic Technicians,n/a,"$55,570 ","$55,810 ","$42,820 ","$61,940 ",537,0.9,,Traffic Technicians
3959,1,36,New York State,51-2023,Electromechanical Equipment Assemblers,1390,"$39,640 ","$39,360 ","$28,170 ","$45,380 ",648,0.97,,Electromechanical Equipment Assemblers
3960,10,1,Capital Region,51-2023,Electromechanical Equipment Assemblers,110,"$37,330 ","$36,680 ","$26,400 ","$42,800 ",648,0.97,,Electromechanical Equipment Assemblers
3961,10,3,Finger Lakes Region,51-2023,Electromechanical Equipment Assemblers,130,"$42,160 ","$40,280 ","$30,040 ","$48,210 ",648,0.97,,Electromechanical Equipment Assemblers
3962,10,4,Hudson Valley Region,51-2023,Electromechanical Equipment Assemblers,110,"$43,880 ","$44,420 ","$34,580 ","$48,530 ",648,0.97,,Electromechanical Equipment Assemblers
3963,10,5,Long Island Region,51-2023,Electromechanical Equipment Assemblers,320,"$41,310 ","$40,370 ","$33,690 ","$45,120 ",648,0.97,,Electromechanical Equipment Assemblers
3964,10,6,Mohawk Valley Region,51-2023,Electromechanical Equipment Assemblers,n/a,"$40,040 ","$39,550 ","$33,630 ","$43,240 ",648,0.97,,Electromechanical Equipment Assemblers
3965,10,8,North Country Region,51-2023,Electromechanical Equipment Assemblers,40,"$40,260 ","$39,770 ","$31,160 ","$44,820 ",648,0.97,,Electromechanical Equipment Assemblers
3966,10,9,Southern Tier Region,51-2023,Electromechanical Equipment Assemblers,60,"$38,910 ","$38,620 ","$36,020 ","$40,360 ",648,0.97,,Electromechanical Equipment Assemblers
3967,10,10,Western New York Region,51-2023,Electromechanical Equipment Assemblers,390,"$43,730 ","$44,430 ","$31,920 ","$49,630 ",648,0.97,,Electromechanical Equipment Assemblers
3968,1,36,New York State,53-7021,Crane and Tower Operators,1390,"$103,930 ","$96,590 ","$58,320 ","$126,740 ",536,0.9,,Crane and Tower Operators
3969,10,1,Capital Region,53-7021,Crane and Tower Operators,100,"$47,790 ","$46,490 ","$31,520 ","$55,930 ",536,0.9,,Crane and Tower Operators
3970,10,2,Central New York Region,53-7021,Crane and Tower Operators,n/a,"$66,630 ","$61,630 ","$54,720 ","$72,590 ",536,0.9,,Crane and Tower Operators
3971,10,3,Finger Lakes Region,53-7021,Crane and Tower Operators,60,"$65,840 ","$71,120 ","$47,610 ","$74,960 ",536,0.9,,Crane and Tower Operators
3972,10,4,Hudson Valley Region,53-7021,Crane and Tower Operators,290,"$110,870 ","$108,350 ","$71,540 ","$130,540 ",536,0.9,,Crane and Tower Operators
3973,10,6,Mohawk Valley Region,53-7021,Crane and Tower Operators,n/a,"$52,020 ","$55,310 ","$39,960 ","$58,050 ",536,0.9,,Crane and Tower Operators
3974,10,7,New York City Region,53-7021,Crane and Tower Operators,n/a,"$131,260 ","$129,140 ","$80,200 ","$156,780 ",536,0.9,,Crane and Tower Operators
3975,10,8,North Country Region,53-7021,Crane and Tower Operators,n/a,"$81,820 ","$78,820 ","$69,520 ","$87,970 ",536,0.9,,Crane and Tower Operators
3976,10,9,Southern Tier Region,53-7021,Crane and Tower Operators,n/a,"$65,220 ","$47,360 ","$33,900 ","$80,890 ",536,0.9,,Crane and Tower Operators
3977,10,10,Western New York Region,53-7021,Crane and Tower Operators,n/a,"$91,540 ","$87,490 ","$65,870 ","$104,380 ",536,0.9,,Crane and Tower Operators
3978,1,36,New York State,51-4041,Machinists,13900,"$45,460 ","$44,610 ","$30,490 ","$52,940 ",358,0.65,,Machinists
3979,10,1,Capital Region,51-4041,Machinists,900,"$48,060 ","$48,590 ","$32,760 ","$55,710 ",358,0.65,,Machinists
3980,10,2,Central New York Region,51-4041,Machinists,1000,"$43,230 ","$43,180 ","$30,030 ","$49,840 ",358,0.65,,Machinists
3981,10,3,Finger Lakes Region,51-4041,Machinists,3010,"$44,710 ","$44,350 ","$31,680 ","$51,230 ",358,0.65,,Machinists
3982,10,4,Hudson Valley Region,51-4041,Machinists,1260,"$37,270 ","$34,120 ","$21,890 ","$44,960 ",358,0.65,,Machinists
3983,10,5,Long Island Region,51-4041,Machinists,2140,"$50,600 ","$48,840 ","$32,380 ","$59,700 ",358,0.65,,Machinists
3984,10,6,Mohawk Valley Region,51-4041,Machinists,430,"$36,830 ","$35,340 ","$25,180 ","$42,660 ",358,0.65,,Machinists
3985,10,7,New York City Region,51-4041,Machinists,850,"$52,470 ","$50,920 ","$36,240 ","$60,590 ",358,0.65,,Machinists
3986,10,8,North Country Region,51-4041,Machinists,170,"$47,550 ","$47,420 ","$38,040 ","$52,310 ",358,0.65,,Machinists
3987,10,9,Southern Tier Region,51-4041,Machinists,1180,"$43,110 ","$43,990 ","$30,990 ","$49,170 ",358,0.65,,Machinists
3988,10,10,Western New York Region,51-4041,Machinists,2740,"$43,810 ","$43,720 ","$31,670 ","$49,880 ",358,0.65,,Machinists
3989,1,36,New York State,43-9081,Proofreaders and Copy Markers,1400,"$46,720 ","$46,230 ","$33,110 ","$53,520 ",481,0.84,,Proofreaders and Copy Markers
3990,10,1,Capital Region,43-9081,Proofreaders and Copy Markers,70,"$38,970 ","$38,570 ","$26,600 ","$45,150 ",481,0.84,,Proofreaders and Copy Markers
3991,10,2,Central New York Region,43-9081,Proofreaders and Copy Markers,n/a,"$41,840 ","$45,450 ","$27,370 ","$49,070 ",481,0.84,,Proofreaders and Copy Markers
3992,10,3,Finger Lakes Region,43-9081,Proofreaders and Copy Markers,n/a,"$52,130 ","$52,310 ","$34,780 ","$60,800 ",481,0.84,,Proofreaders and Copy Markers
3993,10,4,Hudson Valley Region,43-9081,Proofreaders and Copy Markers,n/a,"$44,810 ","$45,570 ","$39,770 ","$47,340 ",481,0.84,,Proofreaders and Copy Markers
3994,10,5,Long Island Region,43-9081,Proofreaders and Copy Markers,n/a,"$48,080 ","$49,400 ","$35,950 ","$54,140 ",481,0.84,,Proofreaders and Copy Markers
3995,10,7,New York City Region,43-9081,Proofreaders and Copy Markers,820,"$48,130 ","$47,080 ","$33,110 ","$55,640 ",481,0.84,,Proofreaders and Copy Markers
3996,10,10,Western New York Region,43-9081,Proofreaders and Copy Markers,50,"$39,460 ","$36,150 ","$24,790 ","$46,790 ",481,0.84,,Proofreaders and Copy Markers
3997,1,36,New York State,49-3043,Rail Car Repairers,1400,"$62,150 ","$64,260 ","$46,710 ","$69,880 ",521,0.88,,Rail Car Repairers
3998,10,9,Southern Tier Region,49-3043,Rail Car Repairers,130,"$36,120 ","$35,720 ","$29,940 ","$39,200 ",521,0.88,,Rail Car Repairers
3999,1,36,New York State,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1400,"$40,530 ","$39,490 ","$29,900 ","$45,850 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4000,10,1,Capital Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,"$42,820 ","$39,010 ","$26,340 ","$51,070 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4001,10,2,Central New York Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",180,"$38,940 ","$38,240 ","$30,370 ","$43,230 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4002,10,3,Finger Lakes Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",460,"$39,340 ","$38,010 ","$28,940 ","$44,540 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4003,10,5,Long Island Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,"$41,730 ","$37,780 ","$27,930 ","$48,630 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4004,10,6,Mohawk Valley Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,"$39,170 ","$37,940 ","$30,880 ","$43,320 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4005,10,7,New York City Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,"$44,750 ","$40,910 ","$34,360 ","$49,950 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4006,10,9,Southern Tier Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",80,"$47,160 ","$47,500 ","$38,870 ","$51,310 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4007,10,10,Western New York Region,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",390,"$40,530 ","$41,080 ","$29,690 ","$45,950 ",477,0.84,,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
4008,1,36,New York State,51-9022,"Grinding and Polishing Workers, Hand",1400,"$34,690 ","$30,320 ","$22,220 ","$40,920 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4009,10,1,Capital Region,51-9022,"Grinding and Polishing Workers, Hand",60,"$37,010 ","$36,230 ","$27,510 ","$41,760 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4010,10,2,Central New York Region,51-9022,"Grinding and Polishing Workers, Hand",110,"$33,130 ","$32,110 ","$25,780 ","$36,810 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4011,10,3,Finger Lakes Region,51-9022,"Grinding and Polishing Workers, Hand",140,"$27,960 ","$26,300 ","$21,140 ","$31,370 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4012,10,4,Hudson Valley Region,51-9022,"Grinding and Polishing Workers, Hand",n/a,"$37,910 ","$28,840 ","$23,710 ","$45,010 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4013,10,5,Long Island Region,51-9022,"Grinding and Polishing Workers, Hand",130,"$31,310 ","$28,400 ","$22,650 ","$35,640 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4014,10,6,Mohawk Valley Region,51-9022,"Grinding and Polishing Workers, Hand",n/a,"$28,750 ","$28,940 ","$24,490 ","$30,880 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4015,10,7,New York City Region,51-9022,"Grinding and Polishing Workers, Hand",550,"$36,390 ","$30,330 ","$21,840 ","$44,050 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4016,10,9,Southern Tier Region,51-9022,"Grinding and Polishing Workers, Hand",50,"$38,440 ","$40,700 ","$26,050 ","$44,640 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4017,10,10,Western New York Region,51-9022,"Grinding and Polishing Workers, Hand",140,"$33,780 ","$32,460 ","$25,050 ","$38,150 ",653.,0.97,,"Grinding and Polishing Workers, Hand"
4018,1,36,New York State,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,1410,"$38,950 ","$37,980 ","$23,310 ","$46,780 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4019,10,1,Capital Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,80,"$30,380 ","$29,360 ","$24,390 ","$33,370 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4020,10,2,Central New York Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,170,"$40,060 ","$36,860 ","$28,570 ","$45,800 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4021,10,3,Finger Lakes Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,n/a,"$24,870 ","$20,180 ","$20,180 ","$27,350 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4022,10,4,Hudson Valley Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,n/a,"$37,670 ","$39,280 ","$22,370 ","$45,320 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4023,10,5,Long Island Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,230,"$50,420 ","$48,570 ","$37,000 ","$57,130 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4024,10,8,North Country Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,n/a,"$34,950 ","$34,400 ","$28,460 ","$38,200 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4025,10,9,Southern Tier Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,n/a,"$34,610 ","$34,440 ","$29,500 ","$37,170 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4026,10,10,Western New York Region,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,100,"$37,320 ","$37,060 ","$23,020 ","$44,470 ",468,0.83,,Septic Tank Servicers and Sewer Pipe Cleaners
4027,1,36,New York State,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,1480,"$35,900 ","$35,320 ","$25,490 ","$41,110 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4028,10,1,Capital Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,150,"$30,550 ","$31,570 ","$20,660 ","$35,500 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4029,10,2,Central New York Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,150,"$34,070 ","$30,960 ","$28,140 ","$37,030 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4030,10,3,Finger Lakes Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,n/a,"$31,250 ","$31,630 ","$23,080 ","$35,340 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4031,10,4,Hudson Valley Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,170,"$41,430 ","$40,090 ","$31,600 ","$46,350 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4032,10,5,Long Island Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,320,"$38,380 ","$38,550 ","$26,800 ","$44,170 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4033,10,7,New York City Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,n/a,"$35,180 ","$32,190 ","$26,670 ","$39,440 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4034,10,8,North Country Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,n/a,"$35,060 ","$35,470 ","$29,190 ","$37,990 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4035,10,9,Southern Tier Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,120,"$36,070 ","$35,950 ","$25,480 ","$41,370 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4036,10,10,Western New York Region,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,190,"$33,730 ","$34,340 ","$25,540 ","$37,820 ",578,0.93,,Outdoor Power Equipment and Other Small Engine Mechanics
4037,1,36,New York State,53-7051,Industrial Truck and Tractor Operators,14860,"$39,500 ","$37,820 ","$27,850 ","$45,320 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4038,10,1,Capital Region,53-7051,Industrial Truck and Tractor Operators,1680,"$37,630 ","$37,080 ","$27,870 ","$42,510 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4039,10,2,Central New York Region,53-7051,Industrial Truck and Tractor Operators,980,"$36,820 ","$36,300 ","$27,530 ","$41,460 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4040,10,3,Finger Lakes Region,53-7051,Industrial Truck and Tractor Operators,1340,"$36,200 ","$35,740 ","$27,280 ","$40,660 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4041,10,4,Hudson Valley Region,53-7051,Industrial Truck and Tractor Operators,1750,"$38,370 ","$37,460 ","$29,000 ","$43,060 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4042,10,5,Long Island Region,53-7051,Industrial Truck and Tractor Operators,2030,"$42,240 ","$40,670 ","$30,590 ","$48,070 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4043,10,6,Mohawk Valley Region,53-7051,Industrial Truck and Tractor Operators,590,"$36,650 ","$36,770 ","$27,870 ","$41,040 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4044,10,7,New York City Region,53-7051,Industrial Truck and Tractor Operators,3030,"$41,240 ","$38,520 ","$26,230 ","$48,740 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4045,10,8,North Country Region,53-7051,Industrial Truck and Tractor Operators,220,"$39,530 ","$39,830 ","$31,760 ","$43,420 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4046,10,9,Southern Tier Region,53-7051,Industrial Truck and Tractor Operators,830,"$37,970 ","$37,740 ","$29,940 ","$41,990 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4047,10,10,Western New York Region,53-7051,Industrial Truck and Tractor Operators,2100,"$40,830 ","$37,150 ","$27,510 ","$47,490 ",588,0.93,1.0,Industrial Truck and Tractor Operators
4048,1,36,New York State,47-4051,Highway Maintenance Workers,14880,"$44,960 ","$44,250 ","$32,640 ","$51,120 ",511,0.87,,Highway Maintenance Workers
4049,10,1,Capital Region,47-4051,Highway Maintenance Workers,2110,"$42,790 ","$41,750 ","$34,090 ","$47,140 ",511,0.87,,Highway Maintenance Workers
4050,10,2,Central New York Region,47-4051,Highway Maintenance Workers,1220,"$42,550 ","$43,330 ","$33,680 ","$46,990 ",511,0.87,,Highway Maintenance Workers
4051,10,3,Finger Lakes Region,47-4051,Highway Maintenance Workers,1640,"$45,100 ","$45,730 ","$33,030 ","$51,140 ",511,0.87,,Highway Maintenance Workers
4052,10,4,Hudson Valley Region,47-4051,Highway Maintenance Workers,2690,"$55,360 ","$55,160 ","$39,340 ","$63,370 ",511,0.87,,Highway Maintenance Workers
4053,10,5,Long Island Region,47-4051,Highway Maintenance Workers,1400,"$46,260 ","$47,090 ","$29,160 ","$54,810 ",511,0.87,,Highway Maintenance Workers
4054,10,6,Mohawk Valley Region,47-4051,Highway Maintenance Workers,1090,"$39,450 ","$39,830 ","$31,330 ","$43,510 ",511,0.87,,Highway Maintenance Workers
4055,10,8,North Country Region,47-4051,Highway Maintenance Workers,1170,"$38,480 ","$38,190 ","$31,290 ","$42,080 ",511,0.87,,Highway Maintenance Workers
4056,10,9,Southern Tier Region,47-4051,Highway Maintenance Workers,1480,"$39,630 ","$40,420 ","$31,140 ","$43,870 ",511,0.87,,Highway Maintenance Workers
4057,10,10,Western New York Region,47-4051,Highway Maintenance Workers,2000,"$44,260 ","$44,880 ","$33,350 ","$49,720 ",511,0.87,,Highway Maintenance Workers
4058,1,36,New York State,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,1500,"$34,060 ","$31,980 ","$23,320 ","$39,430 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4059,10,1,Capital Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,80,"$38,880 ","$39,350 ","$28,020 ","$44,320 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4060,10,2,Central New York Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,70,"$37,750 ","$35,730 ","$29,150 ","$42,060 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4061,10,3,Finger Lakes Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,100,"$38,440 ","$38,720 ","$28,540 ","$43,390 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4062,10,4,Hudson Valley Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,n/a,"$30,620 ","$29,920 ","$29,070 ","$31,400 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4063,10,5,Long Island Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,350,"$32,830 ","$30,710 ","$22,580 ","$37,950 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4064,10,7,New York City Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,600,"$34,040 ","$32,410 ","$21,840 ","$40,390 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4065,10,8,North Country Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,30,"$37,600 ","$39,420 ","$23,840 ","$44,470 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4066,10,9,Southern Tier Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,60,"$32,300 ","$32,840 ","$20,190 ","$38,350 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4067,10,10,Western New York Region,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,n/a,"$31,840 ","$29,250 ","$27,550 ","$33,980 ",361,0.65,,Electronic Home Entertainment Equipment Installers and Repairers
4068,1,36,New York State,51-9111,Packaging and Filling Machine Operators and Tenders,15110,"$32,410 ","$28,220 ","$21,190 ","$38,020 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4069,10,1,Capital Region,51-9111,Packaging and Filling Machine Operators and Tenders,500,"$36,480 ","$35,900 ","$24,650 ","$42,390 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
